序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
316,参展企业,75abe8ea07234ac9aaad07f9d55ff15b,上海云脉芯联科技有限公司,"Shanghai Yunsilicon Technology Co., Ltd",展商,,核心技术,Z1A-618,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
317,参展企业,86d9212344ec47c3924862aba074a9c4,上海傅利叶智能科技股份有限公司,Fourier Intelligence Inc.,展商,,具身智能,H3-C116,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
318,参展企业,28a4b329be2442c69eff41ae6263ddca,上海傲意信息科技有限公司,"OYMotion Technologies Co., Ltd.",展商,,具身智能,H3-B107,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
319,参展企业,932fad911c914cbf96eec054ab8d8f3a,上海傲鲨智能科技有限公司,ULSROBOTICS,展商,,智能终端,H3-B210,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
320,参展企业,b01f6ea7ea4a436787542bbe304c2774,上海元枢智汇技术有限公司,OriginHub,展商,,核心技术,X1C-703,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
321,参展企业,cd8d87d8aced4b62964ac0c7bfa38e59,上海光羽芯辰科技有限公司,Shanghai Guangyu Xinchen Technology Co,展商,,核心技术,H4-001,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
322,参展企业,9f66f92394414c3b853e73bae7c18092,上海六联智能科技有限公司,"Shanghai Sixunited Intelligent Technology Co., Ltd.",展商,,智能终端,H2-B828,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
323,参展企业,5c2b81d7a79f44a8ab47b90c70b0b15c,上海具识智能科技有限公司,"Shanghai Jushi Intelligent Technology Co., Ltd.","展商,论坛主办方",,具身智能,H3-D121,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
324,参展企业,9146df942770408d8b98dae662c1a775,上海友邦泓度智能科技有限公司,"Shanghai YouBangHongDu Intelligent Technology Co., Ltd.","展商,论坛主办方",,核心技术,H1-D822,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
325,参展企业,9146df942770408d8b98dae662c1a775,上海友邦泓度智能科技有限公司,"Shanghai YouBangHongDu Intelligent Technology Co., Ltd.","展商,论坛主办方",,核心技术,L090,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
326,参展企业,51f7b7179b3944a490a0da489d03047c,上海后摩智能科技有限公司,HOUMO.AI,展商,,核心技术,Z1C-506,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
327,参展企业,d8dfd195e90f4798bcad71d80ab12ffa,上海国赋科产经济发展有限公司,SHANGHAI GUOFU KECHAN ECONIMOIC DEVELOPMENT CO.LTD,"展商,论坛主办方",,投资机构,000,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
328,参展企业,77c9aa98e7964847a2283ce9929ef65c,上海国际汽车城（集团）有限公司,Shanghai International Automobile City,展商,,政府/机构,H4-034,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
329,参展企业,2a1cdc6eb99842d299894bafbfbd85de,上海国际港务(集团)股份有限公司,"Shanghai International Port (Group) Co., Ltd.","展商,论坛主办方",,交通运输、仓储和邮政业,L048,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
330,参展企业,870981cf6d2045f0adff8a0d8922ac41,上海图灵智算量子科技有限公司,"TuringQ Co., Ltd.",展商,,核心技术,H4-117,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
331,参展企业,ea0bf8fb4bb84697bd84d1991d756151,上海城建数字产业集团有限公司,"Shanghai Urban Construction Digital Industry Group CO.,Ltd.",展商,,智慧城市,H2-E512,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
332,参展企业,3c953355f6db406eae870db222e1fc35,上海基流科技股份有限公司,"Infrawaves Co., Ltd.",展商,,核心技术,H4-134,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
333,参展企业,17f41d0816e841f3b82040af598e1d43,上海声网科技有限公司,RTE Dev Community,"展商,论坛主办方",,核心技术,H4-FT B001,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
334,参展企业,cd17f2df30134b8c9974030b6c1b77be,上海大学,SHANGHAI UNIVERSITY,展商,,人才与教育,L091,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
335,参展企业,75f8b6bdb75641afbac4ab5944e5be09,上海天鹜科技有限公司,"Shanghai Matwings Technology Co., Ltd.",展商,,核心技术,H1-D122,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
336,参展企业,84fd7bd6b96a40f7948e5d8c00d7cac2,上海它石智航技术有限公司,"Shanghai TARS Robotics Co., Ltd",展商,,具身智能,H3-C409,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
337,参展企业,e852734b476a4758af8c87a16052df90,上海岩山科技股份有限公司,"Shanghai Stonehill Technology Co., Ltd.",展商,,核心技术,H1-C325,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
338,参展企业,50aa74d6001e4f948833e0b1fa5cc4b3,上海市北高新（集团）有限公司,"Shanghai Shibei Hi-Tech (Group) Co., Ltd.",展商,,房地产业,H2-E116,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
339,参展企业,ea5f4b136dd240f69f70a18bd708acb1,上海市工商业联合会,Shanghai Federation of Industry and Commerce,展商,,政府/机构,H2-C410,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
340,参展企业,d16224134a844d8a8ee8ed11ea3f3086,上海市无线电协会,Shanghai Radio Association,"展商,论坛主办方",,其他,L089,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
341,参展企业,fa93854cc4c646f9b5262d9fb4878c8c,上海市漕河泾新兴技术开发区发展总公司,Shanghai Caohejing Hi-Tech Park Development Crop,"展商,论坛主办方",,房地产业,H3-D101,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
342,参展企业,b3add4eb8c39478685148a2c6d78a08f,上海市节能中心,Shanghai Energy Conservation Center,"展商,论坛主办方",,政府/机构,H4-096,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
343,参展企业,5b044fbb31734521ac13e694a4a82e5b,上海幻辰新域信息科技有限公司,Novix Tech,展商,,核心技术,H4-FT B307,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
344,参展企业,c954cb45449f40f2b965679a5e86a4cb,上海开放处理器产业创新中心,Shanghai Open Processor Industry Innovation Center,"展商,论坛主办方",,核心技术,Z1A-417,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
345,参展企业,ae386638ef364bf7bc0861d6218733d9,上海开普勒机器人有限公司,KEPLER ROBOTICS CO LTD,展商,,具身智能,H3-D409,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
346,参展企业,c70a173f826e4e369e4b7879cc822685,上海引态科技有限公司,"Shanghai Yintai Technology Co.,Ltd.",展商,,核心技术,Z1C-808,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
347,参展企业,37f3faa3f0cb4b969c4c6229f6d613c4,上海影禾医脉智能科技有限公司,"Shanghai Medical Image Insights Intelligent Technology Co., Ltd.",展商,,智慧医疗,X1A-501-02,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
348,参展企业,14ba1dcf852540289c4bc4210b8953a9,上海征和机器人有限公司,"Shanghai CHOHO Robotics Co.,Ltd.",展商,,具身智能,H3-E416,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
349,参展企业,c22b736cf21b4be2b03c6cef3509adb0,上海徐汇资本投资有限公司,"SHANGHAI XUHUI CAPITAL INVESTMENT CO.,LTD.",展商,,投资机构,X1B-907,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
350,参展企业,d5c7836be9924c51b648093aef3d6bc7,上海得像科技有限公司,"SHANGHAI DEXIANG TECHNOLOGY CO., LTD.",展商,,核心技术,H2-E816,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
351,参展企业,437efcd8be5e4bb5a051f83f740f5176,上海德鋆信息科技有限公司,"Shanghai Deyun Information Technology Co., Ltd.",展商,,核心技术,X1A-903,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
352,参展企业,583e41a7f8a540bba5749439d037dbfb,上海意优智控科技有限公司,"Shanghai Eyoubot Technology Co., LTD",展商,,具身智能,H3-A327,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
353,参展企业,c621223cb03c4e92ba925e8c5c79e745,上海拓璞数控科技股份有限公司,"Shanghai Tuopu Numerical Control Technology Co., Ltd.",展商,,制造业,H1-A609,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
354,参展企业,a643a8a008b64d0da6b1adffbbc8d8cd,上海擎朗智能科技股份有限公司,"KEENON Robotics Co., Ltd.",展商,,具身智能,H3-C201,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
355,参展企业,6f090e34038b4013953d2a6198d3fccd,上海数员信息科技有限公司,DMXAPI,展商,,其他,L061,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
356,参展企业,866b0a9f932248779059d0e23aed4cea,上海斗象信息科技有限公司,"Shanghai Tophant Information Technology Co., Ltd.","展商,论坛主办方",,核心技术,H4-129,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
357,参展企业,3826ed4d4aaa43969515ee95e89782d8,上海新奇机器人有限公司,"Shanghai Nexforce Robotics Co., Ltd.",展商,,具身智能,H3-A410,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
358,参展企业,c6895951c7f54c1f84f79caff898188d,上海星穹方舟人工智能科技有限公司,"Shanghai Star Dome Ark Artificial Intelligence Technology Co., Ltd.",展商,,智能终端,H4-FT B208,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
359,参展企业,37fbd3ab87d346c2b3f51b206c95a9af,上海智书企飞软件技术有限公司,Shanghai ZhiShuQiFei Software Technology Limited.,展商,,核心技术,L014,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
360,参展企业,911a16c185934813ad10f1e2d971629e,上海智慧城市发展研究院,Shanghai Smart Ctiy Development Institute,"展商,论坛主办方",,智慧城市,R037,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
361,参展企业,1c11e9b755584ef08b895a1fbbbc5bb2,上海曦智科技股份有限公司,Shanghai Xizhi Technology Ltd.,"展商,论坛主办方",,核心技术,Z1C-112,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
362,参展企业,f7c379be3f55452e9c9f3e9c930fefa9,上海月之暗面科技有限公司,Moonshot AI,展商,,核心技术,H1-C530,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
363,参展企业,0f4235d28e46440da217ac7c057e62d5,上海朗尚传感技术有限公司,Xsens Technolgies B.V.,展商,,"工业互联与智能制造,具身智能,智能驾驶",H3-E516,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
364,参展企业,ca34a6bfb4a04a21bfbc9c845ce9dfe7,上海术理智能科技有限公司,Arfysica Innovation Co. Ltd,展商,,智慧医疗,H4-065,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
365,参展企业,fb42986cb7664041be9cee80324e79f1,上海杨浦滨江企业服务有限公司,"Shanghai Yangpu Binjiang Enterprise Service Co., Ltd.",展商,,其他,H2-D516,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
366,参展企业,fb8595407a8e478db87608433971473e,上海松应科技有限公司,"Shanghai Songying Technology Co., Ltd.",展商,,核心技术,H3-D211,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
367,参展企业,46b485452ec0440a8fded4e1bc0a5467,上海极派乐科技有限公司,Z·Pilot,展商,,批发和零售业,X1B-103,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
368,参展企业,f72c97beb56a4114927f91c9986b6216,上海梵数智算算力科技有限公司,"Shanghai Fanshuic Co., Ltd",展商,,智能终端,H1-C1039,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
369,参展企业,65f86c2fcb4e4bbeb8905a1af9361ef8,上海模思智能科技有限公司,"Shanghai Mosi Intelligent Technology Co., Ltd.",展商,,核心技术,H1-C1234,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
370,参展企业,eb345e13b131465186d9c0009768f110,上海步科自动化股份有限公司,"Kinco Automation (Shanghai) Co., Ltd.",展商,,具身智能,H3-E308,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
371,参展企业,871bbdd96d8946209ef224d60a2e7d25,上海永轴智造科技有限公司,"Shanghai Yongzhou Intelligent Manufacturing Technology Co., Ltd.",展商,,制造业,H3-A401,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
372,参展企业,7cd5a48bb88f401492ba3f2d074c5310,上海泛函数智能科技有限公司,Functech,展商,,工业互联与智能制造,Z1A-615,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
373,参展企业,565b0d9c675c4a07aa5cbfd1fdf8c36d,上海泰雷兹智能卡技术有限公司,"THALES DIS (SHANGHAI) CO.,LTD.",展商,,其他,L074,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
374,参展企业,78e505aef9ca43c0b67864b49c88eef1,上海派动科技有限公司,"Shanghai Paidong Technology Co., Ltd",展商,,"工业互联与智能制造,智慧医疗",H4-028,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
375,参展企业,7450a4fe92e2452d88e6869f3a204769,上海济辰水数字科技有限公司,"Shanghai Jichen Water Digital Technology Co., Ltd.",展商,,其他,H4-080,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
376,参展企业,c6d5b092f521479fb2dc8be04947c90c,上海浩海星空机器人有限公司,"Shanghai HHS Robotics Co., Ltd.",展商,,具身智能,H3-C316,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
377,参展企业,c27afff590db4dcdbd24660e053843d7,上海演语科技有限公司,ShangHai Evoken Technology Co.LTD,展商,,核心技术,X1C-705,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
378,参展企业,27f26746971945cebc5d2697d34fa8c5,上海灵初智能科技有限公司,"Shanghai PsiBot Intelligent Technology Co., Ltd.",展商,,具身智能,H3-C121,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
379,参展企业,60c7ba7aa90e46efa179de807a5fc3b8,上海灵境智源科技有限公司,"Shanghai MScape Technology Co., Ltd.",展商,,具身智能,H3-C524,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
380,参展企业,b6482912cb074342a64388013fc7c418,上海灵宇宙科技发展有限公司,"Shanghai Lingverse Technology Co., Ltd.",展商,,智能终端,X1C-605,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
381,参展企业,54f8b8da267f45b5aa5051599371d608,上海灵漾科技有限公司,"Shanghai Lingyoung Technology Co., Ltd.",展商,,人才与教育,H4-014,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
382,参展企业,f9672b60a6b94781899750ecd14b6319,上海熙香智厨机器人有限公司,"Shanghai Xixiang AI Kitchen Robotics Co., Ltd.",展商,,具身智能,H2-D127,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
383,参展企业,e6633b50a59c4f4b968ed8fb0edd093b,上海狄兹精密机械有限公司,"Shanghai Dizi Precision Machine Co., Ltd.",展商,,制造业,H3-A412,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
384,参展企业,1d9ac3de6fd54a4ea711ffd4426caa86,上海玉贲智能科技有限公司,"Shanghai YobiAI Intelligent Technology Co., Ltd",展商,,工业互联与智能制造,H1-A306,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
385,参展企业,7e7f3b0db50346b885a8d6ced9e6ad46,上海现代服务业联合会,Shanghai Services Federation,展商,,政府/机构,H2-E120,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
386,参展企业,536f112399824fa9a5ceb6e3fc2e0600,上海理想汽车科技有限公司,"Shanghai LiXiang Automobile Co., Ltd.",展商,,制造业,H2-A516,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
